pre_participant_id,Pre_Survey_Pre_Survey_Nr,Pre_Survey_StartDate,Pre_Survey_EndDate,Pre_Survey_Status,Pre_Survey_Progress,Pre_Survey_Duration,Pre_Survey_Finished,Pre_Survey_RecordedDate,Pre_Survey_DistributionChannel,Pre_Survey_UserLanguage,Pre_Survey_Q_RecaptchaScore,Pre_Survey_Q1,Pre_Survey_Q2,Pre_Survey_Q2_TEXT,Pre_Survey_Q3,Pre_Survey_Q4_1,Pre_Survey_Q4_1_TEXT,Pre_Survey_Q4_2,Pre_Survey_Q4_3,Pre_Survey_Q4_3_TEXT,Pre_Survey_Q6,Pre_Survey_Q7,Pre_Survey_Q7_TEXT,Pre_Survey_Q8,Pre_Survey_Q8_score,Pre_Survey_Q9,Pre_Survey_Q9_TEXT,Pre_Survey_Q10,Pre_Survey_Q11,Pre_Survey_Q11_TEXT,Pre_Survey_Q12,Pre_Survey_Q12_TEXT,Pre_Survey_Q13_1,Pre_Survey_Q13_1_score,Pre_Survey_Q13_2,Pre_Survey_Q13_2_score,Pre_Survey_Q13_3,Pre_Survey_Q13_3_score,Pre_Survey_Q13_4,Pre_Survey_Q13_4_score,Pre_Survey_Q13_5,Pre_Survey_Q13_5_score,Pre_Survey_Q13_6,Pre_Survey_Q13_6_score,Pre_Survey_Q14,Pre_Survey_Q14_TEXT,Pre_Survey_Q15,Pre_Survey_Q15_TEXT,Pre_Survey_Q16,Pre_Survey_Q16_score,Pre_Survey_Q17,Pre_Survey_Q17_TEXT,Pre_Survey_Q18,Pre_Survey_Q18_score,Pre_Survey_Q19,Pre_Survey_Q19_TEXT,Pre_Survey_Q20,Pre_Survey_Q20_TEXT,Pre_Survey_Q21_1,Pre_Survey_Q21_1_score,Pre_Survey_Q21_2,Pre_Survey_Q21_2_score,Pre_Survey_Q21_3,Pre_Survey_Q21_3_score,Pre_Survey_Q21_4,Pre_Survey_Q21_4_score,Pre_Survey_Q21_5,Pre_Survey_Q21_5_score,Pre_Survey_Q22,Pre_Survey_Q23,Pre_Survey_Q23_TEXT,Pre_Survey_Q24,Pre_Survey_Q25,Pre_Survey_Q26,Pre_Survey_Q27,Pre_Survey_Q28,Pre_Survey_Q29,Pre_Survey_Q30,finished_clean,followup_opt_in
PRE00122,2,05.03.26 23:41,05.03.26 23:50,IP Address,100,505,True,05.03.26 23:50,anonymous,EN,1,"Yes, I agree to participate",Describing the image verbally (spoken explanation);Googling;Gesturing or acting things out,NA,Yes,NA,NA,NA,Writing and editing text;Brainstorming ideas;Translation and language support;Creative writing or storytelling,NA,1Ð2 years,Monthly,NA,NA,NA,ChatGPT (image generation);DALLáE,NA,No,Personal use / hobby;University / studies;Social media content,NA,Landscapes / environments;Logos / icons / illustrations,NA,High priority,6,Neutral,4,High priority,6,Somewhat priority,3,Neutral,4,High priority,6,Finding the right words;Controlling details;Maintaining consistency across images,NA,I write them entirely myself;I use templates and adapt them,NA,Somewhat agree,5,Camera or photography terms;Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included),NA,Somewhat difficult,5,4-6,NA,As a tool,NA,Agree,6,Strongly agree,7,Agree,6,Slightly disagree,3,Neither agree nor disagree,4,100,I don't work with others,NA,for example i want to change the text on a bilboard,when i wanted to change a certain text it does that good,when it is a difficult prompt and when there is a lot of stuff in the picture,Nothing,25,Male,No thanks.,TRUE,FALSE
PRE00185,1,20.03.26 14:10,20.03.26 14:24,IP Address,100,867,True,20.03.26 14:24,anonymous,EN,1,"Yes, I agree to participate",Describing the image verbally (spoken explanation);Googling;Gesturing or acting things out;Using physical objects or models,NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Programming help (generation or explanation),NA,1Ð6 months,Less often,NA,NA,NA,ChatGPT (image generation);Other,Copilot,"Yes, subscription-based",Personal use / hobby;Professional work,NA,Logos / icons / illustrations,NA,High priority,6,Not a priority,1,Moderate priority,5,Neutral,4,Moderate priority,5,High priority,6,Finding the right words;Controlling details,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts;A combination of the above",NA,Somewhat agree,5,Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included),NA,Very difficult,6,4-6,NA,As a tool,NA,Strongly agree,7,Neither agree nor disagree,4,Neither agree nor disagree,4,Neither agree nor disagree,4,Slightly agree,5,100,I don't work with others,NA,"I use it for work for generating images for powerpoint presentations, explanatory images for clients to understand (financial) products","I usually have a reference image that i want to change a little bit (eg color, style etc)","I wanted ai to build an image where all the brands of a company are in an image where the background is white, so i can copy it to my presentation, but it did not generate the accurate brands and the logo quality was really bad.","I guess it could be used for unethic acts, but overall i think is more helpfull than concerning",26,Female,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00144,1,02.03.26 08:08,02.03.26 09:00,IP Address,100,3108,True,02.03.26 09:00,anonymous,EN,1,"Yes, I agree to participate",Describing the image verbally (spoken explanation);Googling;Gesturing or acting things out;Using physical objects or models,NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Brainstorming ideas;Translation and language support;Decision support / advice;Creative writing or storytelling,NA,7Ð12 months,Less often,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby;University / studies,NA,People / characters;Scenes / storyboards /scenerios,NA,High priority,6,Somewhat priority,3,High priority,6,Moderate priority,5,Neutral,4,High priority,6,Finding the right words;Controlling details,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Agree,6,I rarely specify details,NA,Neither easy nor difficult,4,2-3,NA,As a tool,NA,Agree,6,Slightly agree,5,Agree,6,Neither agree nor disagree,4,Slightly disagree,3,90,I don't work with others,NA,Picture for a slide (for a presnetation in uni),close to what I was imagining,haluzinationen,Privacy,22,Female,No thanks.,TRUE,FALSE
PRE00166,1,26.02.26 13:29,26.02.26 13:30,IP Address,100,85,True,26.02.26 13:30,anonymous,EN,1,"Yes, I agree to participate",Describing the image verbally (spoken explanation);Googling;Using physical objects or models,NA,No,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Decision support / advice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00139,2,05.03.26 23:40,05.03.26 23:41,IP Address,100,30,True,05.03.26 23:41,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references)",NA,No,Writing and editing text;Paraphrasing or rephrasing text,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00137,2,05.03.26 23:39,05.03.26 23:40,IP Address,100,70,True,05.03.26 23:40,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references)",NA,No,Paraphrasing or rephrasing text,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00043,1,20.03.26 22:38,20.03.26 22:52,IP Address,100,811,True,20.03.26 22:52,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references)",NA,Yes,NA,NA,NA,Information search and Q&A;Brainstorming ideas;Translation and language support;Decision support / advice,NA,7Ð12 months,"I no longer use it. If so, why?","1) It was keeping me away from photography 2) it's besoming ubiquitous in photography, yet people don't mention that they use it, and I didn't want to add fuel to the fire 3) it's expensive",NA,NA,Midjourney;Stable Diffusion (local or cloud),NA,"Yes, subscription-based",Personal use / hobby;Gaming / roleplay / character design,NA,People / characters,NA,Essential priority,7,Moderate priority,5,Essential priority,7,Neutral,4,Neutral,4,Essential priority,7,Finding the right words;Controlling details;Unexpected or incorrect interpretations,NA,I write them entirely myself,NA,Agree,6,Artistic or style references;Lighting / color;Camera or photography terms,NA,Somewhat difficult,5,More than 10,NA,As a tool,NA,Disagree,2,Agree,6,Strongly disagree,1,Agree,6,Disagree,2,30,I don't work with others,NA,Illustration for roleplay character,I managed to get a beautiful black and white / wet plate collodion portrait,"When I want something specific, or have an image already in my mind. I rarely manage to get that.",1) Potential job taking for illustrators / photographers (eg stock images) 2) Propaganda / misinformation 3) copying photographer's work (eg by using reference images) 4) ubiquitous use without mention of it being AI generated,48,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below);I'm interested in the study findings (please write your e-mail in the text box below),TRUE,TRUE
PRE00116,1,13.03.26 18:58,13.03.26 19:14,IP Address,100,908,True,13.03.26 19:14,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references)",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas,NA,1Ð2 years,Weekly,NA,NA,NA,ChatGPT (image generation),NA,No,University / studies;Professional work,NA,People / characters,NA,Moderate priority,5,Moderate priority,5,Moderate priority,5,Neutral,4,Moderate priority,5,Moderate priority,5,Knowing how to start;Finding the right words,NA,A combination of the above,NA,Somewhat agree,5,"Artistic or style references;Composition (e.g., perspective, framing);Lighting / color;Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included)",NA,Neither easy nor difficult,4,4-6,NA,As a tool;As a creative partner,NA,Neither agree nor disagree,4,Neither agree nor disagree,4,Neither agree nor disagree,4,Neither agree nor disagree,4,Neither agree nor disagree,4,60,Joint prompt writing and iteration;Joint discussion of goals and criteria,NA,Create a visual representation of competencies for a new role in nursing,example from question Q24,always,never,26,Female,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00066,1,20.03.26 14:11,20.03.26 14:21,IP Address,100,589,True,20.03.26 14:21,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references)",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation),NA,More than 2 years,Monthly,NA,NA,NA,ChatGPT (image generation),NA,"Yes, subscription-based",University / studies,NA,Logos / icons / illustrations;Scenes / storyboards /scenerios,NA,Somewhat priority,3,Somewhat priority,3,High priority,6,High priority,6,Essential priority,7,Essential priority,7,Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Agree,6,"Artistic or style references;Composition (e.g., perspective, framing);Materials / textures;Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included)",NA,Somewhat easy,3,2-3,NA,As a tool,NA,Agree,6,Agree,6,Strongly agree,7,Neither agree nor disagree,4,Slightly agree,5,100,I don't work with others,NA,For a Presentation,University Project - succesfully built a prototype image,When scenarios got to complex and the focus wasn«t set on the right things.,Personal Datasecurity,25,Male,No thanks.,TRUE,FALSE
PRE00002,1,03.03.26 16:29,03.03.26 16:36,IP Address,100,405,True,03.03.26 16:36,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references)",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Decision support / advice;Creative writing or storytelling,NA,More than 2 years,Monthly,NA,NA,NA,ChatGPT (image generation);Midjourney;DALLáE,NA,"Yes, occasionally",Personal use / hobby;Professional work;Creative projects (art/design);Ideation / brainstorming,NA,"People / characters;Logos / icons / illustrations;Photorealistic images;Style experiments (e.g., Òin the style ofÉÓ)",NA,Essential priority,7,Essential priority,7,Essential priority,7,Essential priority,7,Essential priority,7,Essential priority,7,Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Strongly agree,7,"Artistic or style references;Composition (e.g., perspective, framing);Lighting / color;Camera or photography terms;Materials / textures;Textelements to be displayed on the image",NA,Somewhat difficult,5,2-3,NA,As a tool;As a creative partner,NA,Agree,6,Agree,6,Disagree,2,Agree,6,Neither agree nor disagree,4,100,I don't work with others,NA,"For logo creation in work, image creation of friends in personal life, and visualization in creative pathways.","I was able to render a sweatshirt for my fiancŽes birthday, which I had produced shortly after.",Often it doesnÕt quite grasp my intention and accordingly will fill in the gaps left by my prompt incorrectly.,"I find the affect on human imagination troubling. It has the ability to expand but it seems many people use it as a crutch, slowly reducing the weight being put on the brain.",31,Male,No thanks.,TRUE,FALSE
PRE00121,2,06.03.26 00:01,06.03.26 00:18,IP Address,100,1026,True,06.03.26 00:18,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references)",NA,Yes,NA,NA,NA,Information search and Q&A;Translation and language support,NA,1Ð6 months,Monthly,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby,NA,People / characters,NA,Essential priority,7,Moderate priority,5,Essential priority,7,Moderate priority,5,Moderate priority,5,Moderate priority,5,Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,I write them entirely myself,NA,Agree,6,"Artistic or style references;Composition (e.g., perspective, framing);Lighting / color;Negative prompts (explicitly stating what should not be included)",NA,Neither easy nor difficult,4,2-3,NA,As a tool,NA,Strongly agree,7,Slightly agree,5,Agree,6,Neither agree nor disagree,4,Slightly agree,5,80,Joint prompt writing and iteration,NA,Take a photo of a friend and ask the AI to change something like make this person look 70 years old or muscular.,I asked an AI to make me look like I am 20 / 40 / 70 years old and included a picture of myself,sometimes it adds additional body parts or makes them look deformed for some reason,that we will not be able to tell if an image is fake or not which will cause lots of problems,34,Male,No thanks.,TRUE,FALSE
PRE00157,2,05.03.26 23:35,05.03.26 23:44,IP Address,100,510,True,05.03.26 23:44,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references)",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text,NA,7Ð12 months,Less often,NA,NA,NA,ChatGPT (image generation);Other,Canva,No,Personal use / hobby;Gaming / roleplay / character design,NA,People / characters,NA,High priority,6,Somewhat priority,3,Essential priority,7,Not a priority,1,Moderate priority,5,Low priority,2,Finding the right words;Unexpected or incorrect interpretations,NA,I write them entirely myself,NA,Agree,6,I rarely specify details,NA,Somewhat easy,3,4-6,NA,As a creative partner,NA,Slightly agree,5,Strongly agree,7,Slightly disagree,3,Disagree,2,Slightly agree,5,100,I don't work with others,NA,When creating characters for roleplaying with friends,after several rounds of back and forth between my ideas and results i had the perfect character for a Homo Neandertalensis to play in a specific online roleplay,when i am not sure about what i need,Nothing,26,Male,No thanks.,TRUE,FALSE
PRE00135,2,05.03.26 23:59,06.03.26 00:17,IP Address,100,1099,True,06.03.26 00:17,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references)",NA,Yes,NA,NA,NA,Writing and editing text;Information search and Q&A,NA,7Ð12 months,Monthly,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby;Professional work;Ideation / brainstorming,NA,Products / mockups;Photorealistic images,NA,Essential priority,7,Somewhat priority,3,Moderate priority,5,High priority,6,Moderate priority,5,Moderate priority,5,Controlling details;Unexpected or incorrect interpretations,NA,I write them entirely myself;Others (please describe shortly),I voice dictate them by myself.,Somewhat agree,5,Artistic or style references;Materials / textures,NA,Somewhat easy,3,2-3,NA,As a tool,NA,Strongly agree,7,Agree,6,Agree,6,Slightly disagree,3,Agree,6,100,I don't work with others,NA,"How a settee would look in my living room, with a general description of the size of the room and what was in the room.","The above- as a settee in the living room description was shown, matching what I had described such as room layout and texture and size of the settee and its style.","When it does not accurately follow the prompt to create the design, and produces an unrealistic generated image.","I am aware of copyright issues when they might produce an image without permission of the author of the image. It concerns more those that have the copyright or have created the original image- my view is that because it is not myself then it does not bother me personally. Also, fake videos which others could believe to be true- this is very apparent on, say ;Instagram. It creates and also fosters a skewed and false narrative.",59,Male,No thanks.,TRUE,FALSE
PRE00164,1,05.03.26 22:00,05.03.26 22:08,IP Address,100,456,True,05.03.26 22:08,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Gesturing or acting things out",NA,Yes,NA,NA,NA,Writing and editing text;Information search and Q&A;Brainstorming ideas;Translation and language support,NA,7Ð12 months,"I no longer use it. If so, why?",I just played around with it out of curiosity. It seemed artificial to me and I did not like that,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby,NA,Others (please describe shortly),"Diagramms, Graphics",Low priority,2,Moderate priority,5,Essential priority,7,Moderate priority,5,Neutral,4,Neutral,4,Knowing how to start,NA,I write them entirely myself;I use templates and adapt them,NA,Somewhat disagree,3,I rarely specify details,NA,Neither easy nor difficult,4,2-3,NA,As a creative partner,NA,Disagree,2,Slightly agree,5,Slightly agree,5,Slightly agree,5,Disagree,2,100,I don't work with others,NA,Boredom,graphic generation for self reflection. for example a value tree,when it uses weird metaphors or overly stereotypical ones,its very stereotypical,25,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below);I'm interested in the study findings (please write your e-mail in the text box below),TRUE,TRUE
PRE00120,1,26.02.26 14:47,26.02.26 14:54,IP Address,100,428,True,26.02.26 14:54,anonymous,EN,1,"Yes, I agree to participate","Describing the image verbally (spoken explanation);Using existing images (photos, illustrations, references);Gesturing or acting things out",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Brainstorming ideas;Translation and language support,NA,1Ð6 months,Monthly,NA,NA,NA,ChatGPT (image generation);DALLáE,NA,"Yes, subscription-based",Personal use / hobby;Professional work;Social media content;Ideation / brainstorming,NA,People / characters;Logos / icons / illustrations,NA,Moderate priority,5,High priority,6,High priority,6,High priority,6,Moderate priority,5,High priority,6,Unexpected or incorrect interpretations,NA,I write them entirely myself,NA,Somewhat agree,5,"Composition (e.g., perspective, framing);Lighting / color",NA,Somewhat easy,3,2-3,NA,As a tool;As a creative partner,NA,Agree,6,Slightly disagree,3,Slightly disagree,3,Neither agree nor disagree,4,Slightly agree,5,100,I don't work with others,NA,When we talk about something which probably doesn't exist like that yet and i want to have it visualized.,Creating a meme,When i want to many details or change the existing picture i often get the same result or it changes the wrong part,The fact that it's not marked as AI and depending on what it displays could be missleading / spreading wrong information,29,Male,No thanks.,TRUE,FALSE
